文章序號,文章標題,關鍵字,TF (本篇次數),DF (幾篇有它),IDF (稀有度),TF-IDF (最終分數)
306,網傳「日本新聞報導男子滑倒後在車上站立死亡」為誤解日文詞義,立往生,6,1,6.6131,0.2125
306,網傳「日本新聞報導男子滑倒後在車上站立死亡」為誤解日文詞義,站立,6,4,5.6968,0.183
306,網傳「日本新聞報導男子滑倒後在車上站立死亡」為誤解日文詞義,日本,11,67,3.0868,0.1818
306,網傳「日本新聞報導男子滑倒後在車上站立死亡」為誤解日文詞義,死亡,10,56,3.2632,0.1748
306,網傳「日本新聞報導男子滑倒後在車上站立死亡」為誤解日文詞義,車輛,7,21,4.2152,0.158
306,網傳「日本新聞報導男子滑倒後在車上站立死亡」為誤解日文詞義,新聞,13,170,2.1646,0.1507
306,網傳「日本新聞報導男子滑倒後在車上站立死亡」為誤解日文詞義,下雨天,4,1,6.6131,0.1417
306,網傳「日本新聞報導男子滑倒後在車上站立死亡」為誤解日文詞義,動彈不得,4,1,6.6131,0.1417
307,網傳「最新AI騙貸」是查無此事且手法過於誇大的假防詐提醒,ai,12,108,2.6149,0.2535
307,網傳「最新AI騙貸」是查無此事且手法過於誇大的假防詐提醒,數字,8,35,3.7228,0.2406
307,網傳「最新AI騙貸」是查無此事且手法過於誇大的假防詐提醒,手機,8,40,3.5927,0.2322
307,網傳「最新AI騙貸」是查無此事且手法過於誇大的假防詐提醒,手法,9,61,3.1791,0.2311
307,網傳「最新AI騙貸」是查無此事且手法過於誇大的假防詐提醒,網貸,4,1,6.6131,0.2137
307,網傳「最新AI騙貸」是查無此事且手法過於誇大的假防詐提醒,騙貸,4,1,6.6131,0.2137
307,網傳「最新AI騙貸」是查無此事且手法過於誇大的假防詐提醒,視訊,4,7,5.2268,0.1689
307,網傳「最新AI騙貸」是查無此事且手法過於誇大的假防詐提醒,個資,6,45,3.4776,0.1686
307,網傳「最新AI騙貸」是查無此事且手法過於誇大的假防詐提醒,換臉,3,2,6.2077,0.1504
307,網傳「最新AI騙貸」是查無此事且手法過於誇大的假防詐提醒,誇大,5,45,3.4776,0.1405
308,網傳「最矮女嫁最高男」為虛構影片,喬蒂,12,1,6.6131,0.5204
308,網傳「最矮女嫁最高男」為虛構影片,金氏,10,3,5.92,0.3882
308,網傳「最矮女嫁最高男」為虛構影片,世界,12,67,3.0868,0.2429
308,網傳「最矮女嫁最高男」為虛構影片,紀錄,10,53,3.3173,0.2175
308,網傳「最矮女嫁最高男」為虛構影片,卡力,5,1,6.6131,0.2168
308,網傳「最矮女嫁最高男」為虛構影片,結婚,5,8,5.1091,0.1675
308,網傳「最矮女嫁最高男」為虛構影片,男子,6,22,4.1708,0.1641
308,網傳「最矮女嫁最高男」為虛構影片,在世,3,1,6.6131,0.1301
308,網傳「最矮女嫁最高男」為虛構影片,女人,3,1,6.6131,0.1301
308,網傳「最矮女嫁最高男」為虛構影片,白衣,3,1,6.6131,0.1301
309,網傳「月球上都是屎」是媒體錯誤報導,月球,44,2,6.2077,0.6177
309,網傳「月球上都是屎」是媒體錯誤報導,nasa,25,3,5.92,0.3347
309,網傳「月球上都是屎」是媒體錯誤報導,排泄物,25,3,5.92,0.3347
309,網傳「月球上都是屎」是媒體錯誤報導,回收,18,6,5.3604,0.2182
309,網傳「月球上都是屎」是媒體錯誤報導,廢棄物,20,13,4.6672,0.2111
309,網傳「月球上都是屎」是媒體錯誤報導,太空人,12,1,6.6131,0.1795
309,網傳「月球上都是屎」是媒體錯誤報導,挑戰,16,15,4.5337,0.164
309,網傳「月球上都是屎」是媒體錯誤報導,太空,11,2,6.2077,0.1544
309,網傳「月球上都是屎」是媒體錯誤報導,人體,14,45,3.4776,0.1101
309,網傳「月球上都是屎」是媒體錯誤報導,任務,9,10,4.9084,0.0999
310,網傳「有效票486票，實際開出580票」，實為報票疏失，當場已更正,領票數,19,2,6.2077,0.4525
310,網傳「有效票486票，實際開出580票」，實為報票疏失，當場已更正,開票,16,5,5.5145,0.3385
310,網傳「有效票486票，實際開出580票」，實為報票疏失，當場已更正,里民,14,2,6.2077,0.3334
310,網傳「有效票486票，實際開出580票」，實為報票疏失，當場已更正,486,11,1,6.6131,0.2791
310,網傳「有效票486票，實際開出580票」，實為報票疏失，當場已更正,選務,12,9,5.0037,0.2304
310,網傳「有效票486票，實際開出580票」，實為報票疏失，當場已更正,更正,10,8,5.1091,0.196
310,網傳「有效票486票，實際開出580票」，實為報票疏失，當場已更正,實際,27,257,1.7533,0.1816
310,網傳「有效票486票，實際開出580票」，實為報票疏失，當場已更正,管理員,8,6,5.3604,0.1645
310,網傳「有效票486票，實際開出580票」，實為報票疏失，當場已更正,主任,13,55,3.2809,0.1636
310,網傳「有效票486票，實際開出580票」，實為報票疏失，當場已更正,票數,7,3,5.92,0.159
311,網傳「李鴻源稱高鐵只能坐到烏日」是斷章取義　原意是呼籲重視地下水超抽問題,高鐵,35,4,5.6968,0.5744
311,網傳「李鴻源稱高鐵只能坐到烏日」是斷章取義　原意是呼籲重視地下水超抽問題,李鴻源,25,3,5.92,0.4264
311,網傳「李鴻源稱高鐵只能坐到烏日」是斷章取義　原意是呼籲重視地下水超抽問題,下陷,19,1,6.6131,0.362
311,網傳「李鴻源稱高鐵只能坐到烏日」是斷章取義　原意是呼籲重視地下水超抽問題,地層,15,3,5.92,0.2558
311,網傳「李鴻源稱高鐵只能坐到烏日」是斷章取義　原意是呼籲重視地下水超抽問題,軌道,10,4,5.6968,0.1641
311,網傳「李鴻源稱高鐵只能坐到烏日」是斷章取義　原意是呼籲重視地下水超抽問題,烏日,7,1,6.6131,0.1334
311,網傳「李鴻源稱高鐵只能坐到烏日」是斷章取義　原意是呼籲重視地下水超抽問題,沿線,7,2,6.2077,0.1252
311,網傳「李鴻源稱高鐵只能坐到烏日」是斷章取義　原意是呼籲重視地下水超抽問題,路段,7,8,5.1091,0.103
311,網傳「李鴻源稱高鐵只能坐到烏日」是斷章取義　原意是呼籲重視地下水超抽問題,平整度,5,1,6.6131,0.0953
311,網傳「李鴻源稱高鐵只能坐到烏日」是斷章取義　原意是呼籲重視地下水超抽問題,演講,7,17,4.4159,0.089
312,網傳「歐洲領袖排排坐等見川普」為AI生成圖片,范德賴恩,7,1,6.6131,0.3445
312,網傳「歐洲領袖排排坐等見川普」為AI生成圖片,梅洛尼,6,1,6.6131,0.2953
312,網傳「歐洲領袖排排坐等見川普」為AI生成圖片,圖片,13,91,2.7845,0.2694
312,網傳「歐洲領袖排排坐等見川普」為AI生成圖片,領袖,6,11,4.8214,0.2153
312,網傳「歐洲領袖排排坐等見川普」為AI生成圖片,川普,9,71,3.0296,0.2029
312,網傳「歐洲領袖排排坐等見川普」為AI生成圖片,澤倫斯基,5,9,5.0037,0.1862
312,網傳「歐洲領袖排排坐等見川普」為AI生成圖片,女性,6,23,4.1282,0.1843
312,網傳「歐洲領袖排排坐等見川普」為AI生成圖片,歐盟,5,13,4.6672,0.1737
312,網傳「歐洲領袖排排坐等見川普」為AI生成圖片,歐洲,6,35,3.7228,0.1662
312,網傳「歐洲領袖排排坐等見川普」為AI生成圖片,生成,8,93,2.763,0.1645
313,網傳「武警開槍」影片實為荷蘭挺巴勒斯坦學運衝突,示威,11,6,5.3604,0.4054
313,網傳「武警開槍」影片實為荷蘭挺巴勒斯坦學運衝突,阿姆斯特丹,8,1,6.6131,0.3638
313,網傳「武警開槍」影片實為荷蘭挺巴勒斯坦學運衝突,武漢,7,2,6.2077,0.2988
313,網傳「武警開槍」影片實為荷蘭挺巴勒斯坦學運衝突,開槍,6,3,5.92,0.2442
313,網傳「武警開槍」影片實為荷蘭挺巴勒斯坦學運衝突,武警,5,1,6.6131,0.2273
313,網傳「武警開槍」影片實為荷蘭挺巴勒斯坦學運衝突,荷蘭,5,6,5.3604,0.1843
313,網傳「武警開槍」影片實為荷蘭挺巴勒斯坦學運衝突,掃射,4,1,6.6131,0.1819
313,網傳「武警開槍」影片實為荷蘭挺巴勒斯坦學運衝突,後製,4,9,5.0037,0.1376
313,網傳「武警開槍」影片實為荷蘭挺巴勒斯坦學運衝突,斷網,3,1,6.6131,0.1364
313,網傳「武警開槍」影片實為荷蘭挺巴勒斯坦學運衝突,華安里,3,1,6.6131,0.1364
314,網傳「水果染色」影片為AI生成畫面,染色,20,2,6.2077,0.6275
314,網傳「水果染色」影片為AI生成畫面,水果,20,8,5.1091,0.5165
314,網傳「水果染色」影片為AI生成畫面,蘋果,5,3,5.92,0.1496
314,網傳「水果染色」影片為AI生成畫面,ai,11,108,2.6149,0.1454
314,網傳「水果染色」影片為AI生成畫面,浸泡,5,8,5.1091,0.1291
314,網傳「水果染色」影片為AI生成畫面,生成,8,93,2.763,0.1117
314,網傳「水果染色」影片為AI生成畫面,抑菌劑,3,1,6.6131,0.1003
314,網傳「水果染色」影片為AI生成畫面,染料池,3,1,6.6131,0.1003
314,網傳「水果染色」影片為AI生成畫面,梁佑慎,3,1,6.6131,0.1003
314,網傳「水果染色」影片為AI生成畫面,案例,6,69,3.0578,0.0927
315,網傳「水面行走鞋」影片為AI影像,水面,11,8,5.1091,0.4143
315,網傳「水面行走鞋」影片為AI影像,行走,10,5,5.5145,0.4066
315,網傳「水面行走鞋」影片為AI影像,鞋子,10,5,5.5145,0.4066
315,網傳「水面行走鞋」影片為AI影像,浮力,6,1,6.6131,0.2925
315,網傳「水面行走鞋」影片為AI影像,面積,6,8,5.1091,0.226
315,網傳「水面行走鞋」影片為AI影像,支撐,5,4,5.6968,0.21
315,網傳「水面行走鞋」影片為AI影像,ai,9,108,2.6149,0.1735
315,網傳「水面行走鞋」影片為AI影像,足夠,5,17,4.4159,0.1628
315,網傳「水面行走鞋」影片為AI影像,生成,7,93,2.763,0.1426
315,網傳「水面行走鞋」影片為AI影像,體重,3,11,4.8214,0.1066
316,網傳「法國BBC報導台灣捐80億歐元換蕭美琴歐洲演說」為虛構訊息,蕭美琴,15,1,6.6131,0.4536
316,網傳「法國BBC報導台灣捐80億歐元換蕭美琴歐洲演說」為虛構訊息,ipac,12,1,6.6131,0.3628
316,網傳「法國BBC報導台灣捐80億歐元換蕭美琴歐洲演說」為虛構訊息,法國,17,15,4.5337,0.3524
316,網傳「法國BBC報導台灣捐80億歐元換蕭美琴歐洲演說」為虛構訊息,bbc,15,38,3.6427,0.2498
316,網傳「法國BBC報導台灣捐80億歐元換蕭美琴歐洲演說」為虛構訊息,議會,9,7,5.2268,0.2151
316,網傳「法國BBC報導台灣捐80億歐元換蕭美琴歐洲演說」為虛構訊息,80億,6,1,6.6131,0.1814
316,網傳「法國BBC報導台灣捐80億歐元換蕭美琴歐洲演說」為虛構訊息,捐款,7,5,5.5145,0.1765
316,網傳「法國BBC報導台灣捐80億歐元換蕭美琴歐洲演說」為虛構訊息,演說,8,11,4.8214,0.1764
316,網傳「法國BBC報導台灣捐80億歐元換蕭美琴歐洲演說」為虛構訊息,歐元,6,5,5.5145,0.1513
316,網傳「法國BBC報導台灣捐80億歐元換蕭美琴歐洲演說」為虛構訊息,比利時,5,3,5.92,0.1353
317,網傳「洋蔥汁塗抹頭皮刺激生髮」非標準療法，偏方恐延誤治療,洋蔥汁,25,2,6.2077,0.5553
317,網傳「洋蔥汁塗抹頭皮刺激生髮」非標準療法，偏方恐延誤治療,圓形禿,13,1,6.6131,0.3076
317,網傳「洋蔥汁塗抹頭皮刺激生髮」非標準療法，偏方恐延誤治療,掉髮,13,1,6.6131,0.3076
317,網傳「洋蔥汁塗抹頭皮刺激生髮」非標準療法，偏方恐延誤治療,治療,20,39,3.6174,0.2589
317,網傳「洋蔥汁塗抹頭皮刺激生髮」非標準療法，偏方恐延誤治療,雄性,7,1,6.6131,0.1656
317,網傳「洋蔥汁塗抹頭皮刺激生髮」非標準療法，偏方恐延誤治療,雄性禿,7,1,6.6131,0.1656
317,網傳「洋蔥汁塗抹頭皮刺激生髮」非標準療法，偏方恐延誤治療,塗抹,8,4,5.6968,0.1631
317,網傳「洋蔥汁塗抹頭皮刺激生髮」非標準療法，偏方恐延誤治療,頭皮,6,1,6.6131,0.142
317,網傳「洋蔥汁塗抹頭皮刺激生髮」非標準療法，偏方恐延誤治療,論文,8,10,4.9084,0.1405
317,網傳「洋蔥汁塗抹頭皮刺激生髮」非標準療法，偏方恐延誤治療,研究,12,92,2.7737,0.1191
318,網傳「游錫堃怒斥王義川」影像是深偽影片,游錫堃,14,1,6.6131,0.5798
318,網傳「游錫堃怒斥王義川」影像是深偽影片,深偽,15,22,4.1708,0.3918
318,網傳「游錫堃怒斥王義川」影像是深偽影片,王義川,7,1,6.6131,0.2899
318,網傳「游錫堃怒斥王義川」影像是深偽影片,專訪,6,9,5.0037,0.188
318,網傳「游錫堃怒斥王義川」影像是深偽影片,名嘴,4,3,5.92,0.1483
318,網傳「游錫堃怒斥王義川」影像是深偽影片,怒斥,3,1,6.6131,0.1242
318,網傳「游錫堃怒斥王義川」影像是深偽影片,電台,4,10,4.9084,0.1229
318,網傳「游錫堃怒斥王義川」影像是深偽影片,亞洲,4,13,4.6672,0.1169
318,網傳「游錫堃怒斥王義川」影像是深偽影片,聲音,5,38,3.6427,0.1141
318,網傳「游錫堃怒斥王義川」影像是深偽影片,立法院長,3,4,5.6968,0.107
319,網傳「湖口、頭份扒手影片」，實為越南偷竊案,越南,8,9,5.0037,0.3496
319,網傳「湖口、頭份扒手影片」，實為越南偷竊案,扒手,6,1,6.6131,0.3466
319,網傳「湖口、頭份扒手影片」，實為越南偷竊案,市場,9,27,3.9741,0.3124
319,網傳「湖口、頭份扒手影片」，實為越南偷竊案,竊案,5,2,6.2077,0.2711
319,網傳「湖口、頭份扒手影片」，實為越南偷竊案,胡志明市,5,2,6.2077,0.2711
319,網傳「湖口、頭份扒手影片」，實為越南偷竊案,錢包,5,4,5.6968,0.2488
319,網傳「湖口、頭份扒手影片」，實為越南偷竊案,湖口,3,2,6.2077,0.1627
319,網傳「湖口、頭份扒手影片」，實為越南偷竊案,頭份,3,2,6.2077,0.1627
319,網傳「湖口、頭份扒手影片」，實為越南偷竊案,水果,3,8,5.1091,0.1339
319,網傳「湖口、頭份扒手影片」，實為越南偷竊案,治安,3,11,4.8214,0.1263
320,網傳「烏山頭水庫驗出2273公斤清潔劑」為錯誤推論訊息,水庫,38,10,4.9084,0.4791
320,網傳「烏山頭水庫驗出2273公斤清潔劑」為錯誤推論訊息,清潔劑,30,5,5.5145,0.4249
320,網傳「烏山頭水庫驗出2273公斤清潔劑」為錯誤推論訊息,活性劑,19,2,6.2077,0.303
320,網傳「烏山頭水庫驗出2273公斤清潔劑」為錯誤推論訊息,界面,19,2,6.2077,0.303
320,網傳「烏山頭水庫驗出2273公斤清潔劑」為錯誤推論訊息,烏山頭,18,7,5.2268,0.2417
320,網傳「烏山頭水庫驗出2273公斤清潔劑」為錯誤推論訊息,陰離子,13,2,6.2077,0.2073
320,網傳「烏山頭水庫驗出2273公斤清潔劑」為錯誤推論訊息,檢出,15,11,4.8214,0.1858
320,網傳「烏山頭水庫驗出2273公斤清潔劑」為錯誤推論訊息,水質,13,10,4.9084,0.1639
320,網傳「烏山頭水庫驗出2273公斤清潔劑」為錯誤推論訊息,驗出,10,7,5.2268,0.1343
320,網傳「烏山頭水庫驗出2273公斤清潔劑」為錯誤推論訊息,微量,10,8,5.1091,0.1312
321,網傳「精品碗蓮」是假冒農試所名義的購物詐騙,品種,9,2,6.2077,0.3518
321,網傳「精品碗蓮」是假冒農試所名義的購物詐騙,一頁式,11,13,4.6672,0.3233
321,網傳「精品碗蓮」是假冒農試所名義的購物詐騙,蓮花,8,2,6.2077,0.3127
321,網傳「精品碗蓮」是假冒農試所名義的購物詐騙,試驗所,7,1,6.6131,0.2915
321,網傳「精品碗蓮」是假冒農試所名義的購物詐騙,網站,18,159,2.2311,0.2529
321,網傳「精品碗蓮」是假冒農試所名義的購物詐騙,網頁,12,59,3.2119,0.2427
321,網傳「精品碗蓮」是假冒農試所名義的購物詐騙,詐騙,14,124,2.478,0.2185
321,網傳「精品碗蓮」是假冒農試所名義的購物詐騙,農試所,5,1,6.6131,0.2082
321,網傳「精品碗蓮」是假冒農試所名義的購物詐騙,選育,5,1,6.6131,0.2082
321,網傳「精品碗蓮」是假冒農試所名義的購物詐騙,農業,5,7,5.2268,0.1646
322,網傳「美國堪薩斯下起巨大冰雹」影片為 AI 生成,冰雹,29,1,6.6131,0.8164
322,網傳「美國堪薩斯下起巨大冰雹」影片為 AI 生成,堪薩斯州,6,1,6.6131,0.1689
322,網傳「美國堪薩斯下起巨大冰雹」影片為 AI 生成,汽車,8,11,4.8214,0.1642
322,網傳「美國堪薩斯下起巨大冰雹」影片為 AI 生成,公分,6,7,5.2268,0.1335
322,網傳「美國堪薩斯下起巨大冰雹」影片為 AI 生成,直徑,5,2,6.2077,0.1321
322,網傳「美國堪薩斯下起巨大冰雹」影片為 AI 生成,巨型,5,3,5.92,0.126
322,網傳「美國堪薩斯下起巨大冰雹」影片為 AI 生成,生成,10,93,2.763,0.1176
322,網傳「美國堪薩斯下起巨大冰雹」影片為 AI 生成,ai,10,108,2.6149,0.1113
322,網傳「美國堪薩斯下起巨大冰雹」影片為 AI 生成,災害,6,19,4.3105,0.1101
322,網傳「美國堪薩斯下起巨大冰雹」影片為 AI 生成,公斤,5,13,4.6672,0.0993
323,網傳「義大利市長為披薩店嘲諷台灣遊客事件向中國道歉」為虛構訊息,市長,24,21,4.2152,0.4205
323,網傳「義大利市長為披薩店嘲諷台灣遊客事件向中國道歉」為虛構訊息,義大利,17,7,5.2268,0.3694
323,網傳「義大利市長為披薩店嘲諷台灣遊客事件向中國道歉」為虛構訊息,道歉,17,8,5.1091,0.361
323,網傳「義大利市長為披薩店嘲諷台灣遊客事件向中國道歉」為虛構訊息,老闆,12,1,6.6131,0.3299
323,網傳「義大利市長為披薩店嘲諷台灣遊客事件向中國道歉」為虛構訊息,中國,25,165,2.1943,0.228
323,網傳「義大利市長為披薩店嘲諷台灣遊客事件向中國道歉」為虛構訊息,蒙特卡丁尼市,8,1,6.6131,0.2199
323,網傳「義大利市長為披薩店嘲諷台灣遊客事件向中國道歉」為虛構訊息,遊客,9,7,5.2268,0.1955
323,網傳「義大利市長為披薩店嘲諷台灣遊客事件向中國道歉」為虛構訊息,披薩店,7,1,6.6131,0.1924
323,網傳「義大利市長為披薩店嘲諷台灣遊客事件向中國道歉」為虛構訊息,大使,6,4,5.6968,0.1421
323,網傳「義大利市長為披薩店嘲諷台灣遊客事件向中國道歉」為虛構訊息,拍片,5,1,6.6131,0.1375
324,網傳「興達電廠爆炸 電不夠靠核二核三發電」是錯誤訊息，實為廠區輕油氣渦輪機組發電,發電,27,5,5.5145,0.5058
324,網傳「興達電廠爆炸 電不夠靠核二核三發電」是錯誤訊息，實為廠區輕油氣渦輪機組發電,核電廠,18,4,5.6968,0.3484
324,網傳「興達電廠爆炸 電不夠靠核二核三發電」是錯誤訊息，實為廠區輕油氣渦輪機組發電,機組,18,6,5.3604,0.3278
324,網傳「興達電廠爆炸 電不夠靠核二核三發電」是錯誤訊息，實為廠區輕油氣渦輪機組發電,核二,14,1,6.6131,0.3145
324,網傳「興達電廠爆炸 電不夠靠核二核三發電」是錯誤訊息，實為廠區輕油氣渦輪機組發電,核三,13,9,5.0037,0.221
324,網傳「興達電廠爆炸 電不夠靠核二核三發電」是錯誤訊息，實為廠區輕油氣渦輪機組發電,電力,13,10,4.9084,0.2168
324,網傳「興達電廠爆炸 電不夠靠核二核三發電」是錯誤訊息，實為廠區輕油氣渦輪機組發電,興達,9,2,6.2077,0.1898
324,網傳「興達電廠爆炸 電不夠靠核二核三發電」是錯誤訊息，實為廠區輕油氣渦輪機組發電,台電,11,16,4.4731,0.1672
324,網傳「興達電廠爆炸 電不夠靠核二核三發電」是錯誤訊息，實為廠區輕油氣渦輪機組發電,核電,8,7,5.2268,0.1421
324,網傳「興達電廠爆炸 電不夠靠核二核三發電」是錯誤訊息，實為廠區輕油氣渦輪機組發電,調度,7,4,5.6968,0.1355
325,網傳「蔬果養生禁忌」文章缺乏科學根據，多處錯誤不實,中醫,13,12,4.7413,0.3028
325,網傳「蔬果養生禁忌」文章缺乏科學根據，多處錯誤不實,食物,14,43,3.5221,0.2422
325,網傳「蔬果養生禁忌」文章缺乏科學根據，多處錯誤不實,不能,16,92,2.7737,0.218
325,網傳「蔬果養生禁忌」文章缺乏科學根據，多處錯誤不實,蔬果,7,4,5.6968,0.1959
325,網傳「蔬果養生禁忌」文章缺乏科學根據，多處錯誤不實,山藥,6,1,6.6131,0.1949
325,網傳「蔬果養生禁忌」文章缺乏科學根據，多處錯誤不實,黑木耳,6,1,6.6131,0.1949
325,網傳「蔬果養生禁忌」文章缺乏科學根據，多處錯誤不實,失眠,7,5,5.5145,0.1896
325,網傳「蔬果養生禁忌」文章缺乏科學根據，多處錯誤不實,阿斯匹靈,6,2,6.2077,0.183
325,網傳「蔬果養生禁忌」文章缺乏科學根據，多處錯誤不實,番茄,6,4,5.6968,0.1679
325,網傳「蔬果養生禁忌」文章缺乏科學根據，多處錯誤不實,韭菜,6,4,5.6968,0.1679
326,網傳「蔬菜營養素含量排行榜」分類錯誤且內容不正確,蔬菜,23,11,4.8214,0.451
326,網傳「蔬菜營養素含量排行榜」分類錯誤且內容不正確,排行榜,15,1,6.6131,0.4035
326,網傳「蔬菜營養素含量排行榜」分類錯誤且內容不正確,含量,24,25,4.0482,0.3952
326,網傳「蔬菜營養素含量排行榜」分類錯誤且內容不正確,冠軍,14,5,5.5145,0.314
326,網傳「蔬菜營養素含量排行榜」分類錯誤且內容不正確,營養素,11,11,4.8214,0.2157
326,網傳「蔬菜營養素含量排行榜」分類錯誤且內容不正確,蓮藕,6,1,6.6131,0.1614
326,網傳「蔬菜營養素含量排行榜」分類錯誤且內容不正確,馬鈴薯,5,6,5.3604,0.109
326,網傳「蔬菜營養素含量排行榜」分類錯誤且內容不正確,花椰菜乾,4,1,6.6131,0.1076
326,網傳「蔬菜營養素含量排行榜」分類錯誤且內容不正確,茼蒿,4,1,6.6131,0.1076
326,網傳「蔬菜營養素含量排行榜」分類錯誤且內容不正確,蔬菜乾,4,1,6.6131,0.1076
327,網傳「蘇門答臘大象拯救老虎」影片為AI生成影像,老虎,16,3,5.92,0.5524
327,網傳「蘇門答臘大象拯救老虎」影片為AI生成影像,大象,14,2,6.2077,0.5069
327,網傳「蘇門答臘大象拯救老虎」影片為AI生成影像,拯救,7,4,5.6968,0.2326
327,網傳「蘇門答臘大象拯救老虎」影片為AI生成影像,蘇門答臘象,5,1,6.6131,0.1928
327,網傳「蘇門答臘大象拯救老虎」影片為AI生成影像,右掌,4,1,6.6131,0.1543
327,網傳「蘇門答臘大象拯救老虎」影片為AI生成影像,吳立信,4,1,6.6131,0.1543
327,網傳「蘇門答臘大象拯救老虎」影片為AI生成影像,棲地,4,2,6.2077,0.1448
327,網傳「蘇門答臘大象拯救老虎」影片為AI生成影像,自然界,4,3,5.92,0.1381
327,網傳「蘇門答臘大象拯救老虎」影片為AI生成影像,耳朵,4,4,5.6968,0.1329
327,網傳「蘇門答臘大象拯救老虎」影片為AI生成影像,ai,8,108,2.6149,0.122
328,網傳「西芹粉防癌降三高」是假冒醫師名義的一頁式詐騙網站,西芹粉,9,1,6.6131,0.432
328,網傳「西芹粉防癌降三高」是假冒醫師名義的一頁式詐騙網站,洪永祥,8,2,6.2077,0.3604
328,網傳「西芹粉防癌降三高」是假冒醫師名義的一頁式詐騙網站,醫師,11,72,3.0158,0.2408
328,網傳「西芹粉防癌降三高」是假冒醫師名義的一頁式詐騙網站,商家,7,19,4.3105,0.219
328,網傳「西芹粉防癌降三高」是假冒醫師名義的一頁式詐騙網站,詐騙,12,124,2.478,0.2158
328,網傳「西芹粉防癌降三高」是假冒醫師名義的一頁式詐騙網站,販售,7,25,4.0482,0.2057
328,網傳「西芹粉防癌降三高」是假冒醫師名義的一頁式詐騙網站,有機,5,5,5.5145,0.2001
328,網傳「西芹粉防癌降三高」是假冒醫師名義的一頁式詐騙網站,網站,12,159,2.2311,0.1943
328,網傳「西芹粉防癌降三高」是假冒醫師名義的一頁式詐騙網站,粉專,6,36,3.6954,0.1609
328,網傳「西芹粉防癌降三高」是假冒醫師名義的一頁式詐騙網站,推薦,5,29,3.9051,0.1417
329,網傳「謝長廷以珠寶賄賂高市高苗」源於不可信的海外匿名論壇,謝長廷,12,3,5.92,0.2832
329,網傳「謝長廷以珠寶賄賂高市高苗」源於不可信的海外匿名論壇,文件,16,22,4.1708,0.266
329,網傳「謝長廷以珠寶賄賂高市高苗」源於不可信的海外匿名論壇,日語,10,2,6.2077,0.2475
329,網傳「謝長廷以珠寶賄賂高市高苗」源於不可信的海外匿名論壇,母語,9,1,6.6131,0.2373
329,網傳「謝長廷以珠寶賄賂高市高苗」源於不可信的海外匿名論壇,日文,10,3,5.92,0.236
329,網傳「謝長廷以珠寶賄賂高市高苗」源於不可信的海外匿名論壇,日本,18,67,3.0868,0.2215
329,網傳「謝長廷以珠寶賄賂高市高苗」源於不可信的海外匿名論壇,高市,10,8,5.1091,0.2037
329,網傳「謝長廷以珠寶賄賂高市高苗」源於不可信的海外匿名論壇,賄賂,7,1,6.6131,0.1845
329,網傳「謝長廷以珠寶賄賂高市高苗」源於不可信的海外匿名論壇,珠寶,7,2,6.2077,0.1732
329,網傳「謝長廷以珠寶賄賂高市高苗」源於不可信的海外匿名論壇,早苗,7,7,5.2268,0.1458
330,網傳「財政部全民普發1萬線上登記系統」是詐騙網站,普發,15,12,4.7413,0.4286
330,網傳「財政部全民普發1萬線上登記系統」是詐騙網站,1萬,12,9,5.0037,0.3618
330,網傳「財政部全民普發1萬線上登記系統」是詐騙網站,網址,16,41,3.5686,0.3441
330,網傳「財政部全民普發1萬線上登記系統」是詐騙網站,現金,11,18,4.3618,0.2891
330,網傳「財政部全民普發1萬線上登記系統」是詐騙網站,全民,10,15,4.5337,0.2732
330,網傳「財政部全民普發1萬線上登記系統」是詐騙網站,財政部,9,13,4.6672,0.2531
330,網傳「財政部全民普發1萬線上登記系統」是詐騙網站,共享,5,10,4.9084,0.1479
330,網傳「財政部全民普發1萬線上登記系統」是詐騙網站,成果,5,11,4.8214,0.1453
330,網傳「財政部全民普發1萬線上登記系統」是詐騙網站,經濟,7,54,3.2989,0.1392
330,網傳「財政部全民普發1萬線上登記系統」是詐騙網站,詐騙,9,124,2.478,0.1344
331,網傳「賴清德黃埔閱兵」畫面實為陸軍戰車成軍活動，並非閱兵典禮,閱兵,25,9,5.0037,0.5143
331,網傳「賴清德黃埔閱兵」畫面實為陸軍戰車成軍活動，並非閱兵典禮,成軍,16,1,6.6131,0.4351
331,網傳「賴清德黃埔閱兵」畫面實為陸軍戰車成軍活動，並非閱兵典禮,典禮,17,11,4.8214,0.337
331,網傳「賴清德黃埔閱兵」畫面實為陸軍戰車成軍活動，並非閱兵典禮,戰車,10,5,5.5145,0.2267
331,網傳「賴清德黃埔閱兵」畫面實為陸軍戰車成軍活動，並非閱兵典禮,m1a2t,7,1,6.6131,0.1903
331,網傳「賴清德黃埔閱兵」畫面實為陸軍戰車成軍活動，並非閱兵典禮,九三,7,3,5.92,0.1704
331,網傳「賴清德黃埔閱兵」畫面實為陸軍戰車成軍活動，並非閱兵典禮,換裝,6,1,6.6131,0.1631
331,網傳「賴清德黃埔閱兵」畫面實為陸軍戰車成軍活動，並非閱兵典禮,黃埔,6,1,6.6131,0.1631
331,網傳「賴清德黃埔閱兵」畫面實為陸軍戰車成軍活動，並非閱兵典禮,賴清德,8,27,3.9741,0.1307
331,網傳「賴清德黃埔閱兵」畫面實為陸軍戰車成軍活動，並非閱兵典禮,聯兵,4,1,6.6131,0.1088
